Name,Description,Discovery Date,Detection Method,Mass,Planet Radius,Planet Type,Orbital Radius,Eccentricity,Orbital Period,File,Uuid,Link
hd-181342-b,"""HD 181342 b is a gas giant exoplanet that orbits a K-type star. Its mass is 2.54 Jupiters, it takes 1.5 years to complete one orbit of its star, and is 1.592 AU from its star. Its discovery was announced in 2009.""",2009,Radial Velocity,2.54 Jupiters,1.18 x Jupiter (estimate),Gas Giant,1.592 AU,0.02,1.5 years,exoplanet_details/hd-181342-b/,cc1a1c88-ad16-49a1-9842-77710e8cb5b1,https://exoplanets.nasa.gov//exoplanet-catalog/6819/hd-181342-b/
hd-181433-b,"""HD 181433 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.3566 Earths, it takes 9.4 days to complete one orbit of its star, and is 0.08 AU from its star. Its discovery was announced in 2008.""",2008,Radial Velocity,6.3566 Earths,0.214 x Jupiter (estimate),Neptune-like,0.08 AU,0.4,9.4 days,exoplanet_details/hd-181433-b/,3165d836-7fd3-4690-8605-f65694423d66,https://exoplanets.nasa.gov//exoplanet-catalog/6820/hd-181433-b/
hd-181433-c,"""HD 181433 c is a gas giant exoplanet that orbits a K-type star. Its mass is 0.64 Jupiters, it takes 2.6 years to complete one orbit of its star, and is 1.76 AU from its star. Its discovery was announced in 2008.""",2008,Radial Velocity,0.64 Jupiters,1.26 x Jupiter (estimate),Gas Giant,1.76 AU,0.28,2.6 years,exoplanet_details/hd-181433-c/,2e182b8e-0661-42ad-9519-b885429b8633,https://exoplanets.nasa.gov//exoplanet-catalog/6821/hd-181433-c/
hd-181433-d,"""HD 181433 d is a gas giant exoplanet that orbits a K-type star. Its mass is 0.54 Jupiters, it takes 6 years to complete one orbit of its star, and is 3 AU from its star. Its discovery was announced in 2008.""",2008,Radial Velocity,0.54 Jupiters,1.27 x Jupiter (estimate),Gas Giant,3.0 AU,0.48,6 years,exoplanet_details/hd-181433-d/,e3c47514-2b54-4693-adc4-8d408c81093f,https://exoplanets.nasa.gov//exoplanet-catalog/6822/hd-181433-d/
hd-181720-b,"""HD 181720 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.4 Jupiters, it takes 2.6 years to complete one orbit of its star, and is 1.85 AU from its star. Its discovery was announced in 2009.""",2009,Radial Velocity,0.4 Jupiters,1.25 x Jupiter (estimate),Gas Giant,1.85 AU,0.26,2.6 years,exoplanet_details/hd-181720-b/,fd993858-b5a3-4372-b6c0-0089e82c48e2,https://exoplanets.nasa.gov//exoplanet-catalog/6823/hd-181720-b/
hd-183263-b,"""HD 183263 b is a gas giant exoplanet that orbits a G-type star. Its mass is 3.95 Jupiters, it takes 1.7 years to complete one orbit of its star, and is 1.49 AU from its star. Its discovery was announced in 2004.""",2004,Radial Velocity,3.95 Jupiters,1.16 x Jupiter (estimate),Gas Giant,1.49 AU,0.36,1.7 years,exoplanet_details/hd-183263-b/,6707ab8a-192c-4326-b503-a85282c90db6,https://exoplanets.nasa.gov//exoplanet-catalog/6824/hd-183263-b/
hd-183263-c,"""HD 183263 c is a gas giant exoplanet that orbits a G-type star. Its mass is 3.57 Jupiters, it takes 8.4 years to complete one orbit of its star, and is 4.35 AU from its star. Its discovery was announced in 2008.""",2008,Radial Velocity,3.57 Jupiters,1.16 x Jupiter (estimate),Gas Giant,4.35 AU,0.24,8.4 years,exoplanet_details/hd-183263-c/,d4cc082e-25f2-4a03-bac4-e08bd091d06e,https://exoplanets.nasa.gov//exoplanet-catalog/6870/hd-183263-c/
hd-183579-b,"""HD 183579 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 19.7 Earths, it takes 17.5 days to complete one orbit of its star, and is 0.1334 AU from its star. Its discovery was announced in 2021.""",2021,Transit,19.7 Earths,0.317 x Jupiter,Neptune-like,0.1334 AU,0.28,17.5 days,exoplanet_details/hd-183579-b/,b3f42ace-c28c-4dd3-9a72-a4ff456a9cd2,https://exoplanets.nasa.gov//exoplanet-catalog/7829/hd-183579-b/
hd-185269-b,"""HD 185269 b is a gas giant exoplanet that orbits a G-type star. Its mass is 1.01 Jupiters, it takes 6.8 days to complete one orbit of its star, and is 0.077 AU from its star. Its discovery was announced in 2006.""",2006,Radial Velocity,1.01 Jupiters,1.23 x Jupiter (estimate),Gas Giant,0.077 AU,0.23,6.8 days,exoplanet_details/hd-185269-b/,122741b4-6a5f-45f9-8e5e-026354f48ed1,https://exoplanets.nasa.gov//exoplanet-catalog/6871/hd-185269-b/
hd-187085-b,"""HD 187085 b is a gas giant exoplanet that orbits an F-type star. Its mass is 0.836 Jupiters, it takes 2.8 years to complete one orbit of its star, and is 2.1 AU from its star. Its discovery was announced in 2006.""",2006,Radial Velocity,0.836 Jupiters,1.24 x Jupiter (estimate),Gas Giant,2.1 AU,0.25,2.8 years,exoplanet_details/hd-187085-b/,fd4548af-3692-4c88-9a3a-03b5f0f440fb,https://exoplanets.nasa.gov//exoplanet-catalog/6872/hd-187085-b/
hd-187123-b,"""HD 187123 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.523 Jupiters, it takes 3.1 days to complete one orbit of its star, and is 0.0426 AU from its star. Its discovery was announced in 1998.""",1998,Radial Velocity,0.523 Jupiters,1.27 x Jupiter (estimate),Gas Giant,0.0426 AU,0.01,3.1 days,exoplanet_details/hd-187123-b/,0557ded8-571e-425d-955a-6c7a86830e10,https://exoplanets.nasa.gov//exoplanet-catalog/6873/hd-187123-b/
hd-187123-c,"""HD 187123 c is a gas giant exoplanet that orbits a G-type star. Its mass is 1.99 Jupiters, it takes 10.4 years to complete one orbit of its star, and is 4.89 AU from its star. Its discovery was announced in 2008.""",2008,Radial Velocity,1.99 Jupiters,1.19 x Jupiter (estimate),Gas Giant,4.89 AU,0.25,10.4 years,exoplanet_details/hd-187123-c/,25e18ca9-7de3-4ef6-889e-e2a95e6a90bb,https://exoplanets.nasa.gov//exoplanet-catalog/6874/hd-187123-c/
hd-18742-b,"""HD 18742 b is a gas giant exoplanet that orbits a K-type star. Its mass is 3.4 Jupiters, it takes 2.1 years to complete one orbit of its star, and is 1.82 AU from its star. Its discovery was announced in 2011.""",2011,Radial Velocity,3.4 Jupiters,1.17 x Jupiter (estimate),Gas Giant,1.82 AU,0.04,2.1 years,exoplanet_details/hd-18742-b/,a8597502-17c8-425b-bf15-232eb7c6e74f,https://exoplanets.nasa.gov//exoplanet-catalog/6589/hd-18742-b/
hd-188015-b,"""HD 188015 b is a gas giant exoplanet that orbits a G-type star. Its mass is 1.5 Jupiters, it takes 461.2 days to complete one orbit of its star, and is 1.203 AU from its star. Its discovery was announced in 2004.""",2004,Radial Velocity,1.5 Jupiters,1.21 x Jupiter (estimate),Gas Giant,1.203 AU,0.14,461.2 days,exoplanet_details/hd-188015-b/,acea9ade-f0f3-4f81-855c-33b23ebbd530,https://exoplanets.nasa.gov//exoplanet-catalog/6875/hd-188015-b/
hd-189567-b,"""HD 189567 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.5 Earths, it takes 14.3 days to complete one orbit of its star, and is 0.111 AU from its star. Its discovery was announced in 2021.""",2021,Radial Velocity,8.5 Earths,0.254 x Jupiter (estimate),Neptune-like,0.111 AU,< 0.189,14.3 days,exoplanet_details/hd-189567-b/,00eb52cf-df6b-4eb9-bbf6-4ac0cc521822,https://exoplanets.nasa.gov//exoplanet-catalog/8038/hd-189567-b/
hd-189567-c,"""HD 189567 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7 Earths, it takes 33.7 days to complete one orbit of its star, and is 0.197 AU from its star. Its discovery was announced in 2021.""",2021,Radial Velocity,7 Earths,0.227 x Jupiter (estimate),Neptune-like,0.197 AU,0.16,33.7 days,exoplanet_details/hd-189567-c/,f1f93231-588f-4124-acfe-e3b3c27a0235,https://exoplanets.nasa.gov//exoplanet-catalog/8039/hd-189567-c/
hd-189733-b,,2005,Radial Velocity,1.13 Jupiters,1.13 x Jupiter,Gas Giant,0.03126 AU,0.0,2.2 days,exoplanet_details/hd-189733-b/,c8394efe-57f1-42b7-af51-26363da5a81a,https://exoplanets.nasa.gov//exoplanet-catalog/6876/hd-189733-b/
hd-190007-b,"""HD 190007 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 16.46 Earths, it takes 11.7 days to complete one orbit of its star, and is 0.092 AU from its star. Its discovery was announced in 2020.""",2020,Radial Velocity,16.46 Earths,0.375 x Jupiter (estimate),Neptune-like,0.092 AU,0.14,11.7 days,exoplanet_details/hd-190007-b/,085e2f60-5471-4056-9b49-37f03d6a7747,https://exoplanets.nasa.gov//exoplanet-catalog/7786/hd-190007-b/
hd-190360-b,"""HD 190360 b is a gas giant exoplanet that orbits a G-type star. Its mass is 1.54 Jupiters, it takes 8 years to complete one orbit of its star, and is 3.97 AU from its star. Its discovery was announced in 2003.""",2003,Radial Velocity,1.54 Jupiters,1.21 x Jupiter (estimate),Gas Giant,3.97 AU,0.31,8 years,exoplanet_details/hd-190360-b/,34347612-ad96-498b-8dd3-950c6094367b,https://exoplanets.nasa.gov//exoplanet-catalog/6877/hd-190360-b/
hd-190360-c,"""HD 190360 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 19.069 Earths, it takes 17.1 days to complete one orbit of its star, and is 0.1304 AU from its star. Its discovery was announced in 2005.""",2005,Radial Velocity,19.069 Earths,0.409 x Jupiter (estimate),Neptune-like,0.1304 AU,0.24,17.1 days,exoplanet_details/hd-190360-c/,8737f601-9c49-48aa-b678-41dc218de408,https://exoplanets.nasa.gov//exoplanet-catalog/6878/hd-190360-c/
hd-190647-b,"""HD 190647 b is a gas giant exoplanet that orbits a G-type star. Its mass is 1.985 Jupiters, it takes 3.2 years to complete one orbit of its star, and is 2.231 AU from its star. Its discovery was announced in 2007.""",2007,Radial Velocity,1.985 Jupiters,1.19 x Jupiter (estimate),Gas Giant,2.231 AU,0.22,3.2 years,exoplanet_details/hd-190647-b/,fcfcb426-6d9c-4b92-8edd-f3e6b738a125,https://exoplanets.nasa.gov//exoplanet-catalog/6879/hd-190647-b/
hd-190984-b,"""HD 190984 b is a gas giant exoplanet that orbits a G-type star. Its mass is 3.1 Jupiters, it takes 13.4 years to complete one orbit of its star, and is 5.5 AU from its star. Its discovery was announced in 2009.""",2009,Radial Velocity,3.1 Jupiters,1.17 x Jupiter (estimate),Gas Giant,5.5 AU,0.57,13.4 years,exoplanet_details/hd-190984-b/,9ba454d8-b078-4060-b89d-d6753355170b,https://exoplanets.nasa.gov//exoplanet-catalog/6880/hd-190984-b/
hd-191806-b,"""HD 191806 b is a gas giant exoplanet that orbits an F-type star. Its mass is 8.52 Jupiters, it takes 4.4 years to complete one orbit of its star, and is 2.8 AU from its star. Its discovery was announced in 2016.""",2016,Radial Velocity,8.52 Jupiters,1.12 x Jupiter (estimate),Gas Giant,2.8 AU,0.26,4.4 years,exoplanet_details/hd-191806-b/,10e9e29f-596f-4679-95ec-678f251f0f7a,https://exoplanets.nasa.gov//exoplanet-catalog/7156/hd-191806-b/
hd-191939-b,"""HD 191939 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 11.6 Earths, it takes 8.9 days to complete one orbit of its star, and is 0.0814 AU from its star. Its discovery was announced in 2020.""",2020,Transit,11.6 Earths,0.305 x Jupiter,Neptune-like,0.0814 AU,0.0,8.9 days,exoplanet_details/hd-191939-b/,03a9ccea-4d74-43dd-a710-9a0934f76fc3,https://exoplanets.nasa.gov//exoplanet-catalog/7653/hd-191939-b/
hd-191939-c,"""HD 191939 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 10.5 Earths, it takes 28.6 days to complete one orbit of its star, and is 0.1762 AU from its star. Its discovery was announced in 2020.""",2020,Transit,10.5 Earths,0.288 x Jupiter,Neptune-like,0.1762 AU,0.0,28.6 days,exoplanet_details/hd-191939-c/,bdc222bb-1af8-4c29-8b69-c8d949b3a240,https://exoplanets.nasa.gov//exoplanet-catalog/7654/hd-191939-c/
hd-191939-d,"""HD 191939 d is a Neptune-like exoplanet that orbits a G-type star. Its mass is 10.1 Earths, it takes 38.4 days to complete one orbit of its star, and is 0.215 AU from its star. Its discovery was announced in 2020.""",2020,Transit,10.1 Earths,0.282 x Jupiter,Neptune-like,0.215 AU,0.0,38.4 days,exoplanet_details/hd-191939-d/,21e2f2a6-140a-45c3-8f53-d5e558c94216,https://exoplanets.nasa.gov//exoplanet-catalog/7655/hd-191939-d/
hd-192263-b,"""HD 192263 b is a gas giant exoplanet that orbits a K-type star. Its mass is 0.56 Jupiters, it takes 24.4 days to complete one orbit of its star, and is 0.15 AU from its star. Its discovery was announced in 1999.""",1999,Radial Velocity,0.56 Jupiters,1.26 x Jupiter (estimate),Gas Giant,0.15 AU,0.05,24.4 days,exoplanet_details/hd-192263-b/,b772e422-002d-4ce0-be98-681d80fe32aa,https://exoplanets.nasa.gov//exoplanet-catalog/6881/hd-192263-b/
hd-192310-b,"""HD 192310 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 16.9 Earths, it takes 74.7 days to complete one orbit of its star, and is 0.32 AU from its star. Its discovery was announced in 2011.""",2011,Radial Velocity,16.9 Earths,0.381 x Jupiter (estimate),Neptune-like,0.32 AU,0.13,74.7 days,exoplanet_details/hd-192310-b/,993e9753-7d4b-4a6a-9c5f-32583d9a6d20,https://exoplanets.nasa.gov//exoplanet-catalog/6882/hd-192310-b/
hd-192310-c,"""HD 192310 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 24 Earths, it takes 1.4 years to complete one orbit of its star, and is 1.18 AU from its star. Its discovery was announced in 2011.""",2011,Radial Velocity,24 Earths,0.469 x Jupiter (estimate),Neptune-like,1.18 AU,0.32,1.4 years,exoplanet_details/hd-192310-c/,2296226a-2078-40f5-9bb1-7b4e05bd2b3c,https://exoplanets.nasa.gov//exoplanet-catalog/6883/hd-192310-c/
hd-192699-b,"""HD 192699 b is a gas giant exoplanet that orbits a K-type star. Its mass is 2.096 Jupiters, it takes 340.9 days to complete one orbit of its star, and is 1.063 AU from its star. Its discovery was announced in 2007.""",2007,Radial Velocity,2.096 Jupiters,1.19 x Jupiter (estimate),Gas Giant,1.063 AU,0.08,340.9 days,exoplanet_details/hd-192699-b/,5a0292e0-30e2-43b9-a88b-c9496e0d125c,https://exoplanets.nasa.gov//exoplanet-catalog/6884/hd-192699-b/
hd-195019-b,"""HD 195019 b is a gas giant exoplanet that orbits a G-type star. Its mass is 3.98 Jupiters, it takes 18.2 days to complete one orbit of its star, and is 0.14 AU from its star. Its discovery was announced in 1998.""",1998,Radial Velocity,3.98 Jupiters,1.16 x Jupiter (estimate),Gas Giant,0.14 AU,0.01,18.2 days,exoplanet_details/hd-195019-b/,7b1883df-aec1-49d2-b12b-7ade130a4fab,https://exoplanets.nasa.gov//exoplanet-catalog/6885/hd-195019-b/
hd-196050-b,"""HD 196050 b is a gas giant exoplanet that orbits a G-type star. Its mass is 3.18 Jupiters, it takes 3.8 years to complete one orbit of its star, and is 2.51 AU from its star. Its discovery was announced in 2002.""",2002,Radial Velocity,3.18 Jupiters,1.17 x Jupiter (estimate),Gas Giant,2.51 AU,0.23,3.8 years,exoplanet_details/hd-196050-b/,681caf5e-911d-4fd1-b581-1303db903087,https://exoplanets.nasa.gov//exoplanet-catalog/6886/hd-196050-b/
hd-196067-b,"""HD 196067 b is a gas giant exoplanet that orbits an F-type star. Its mass is 6.9 Jupiters, it takes 10 years to complete one orbit of its star, and is 5.02 AU from its star. Its discovery was announced in 2012.""",2012,Radial Velocity,6.9 Jupiters,1.13 x Jupiter (estimate),Gas Giant,5.02 AU,0.66,10 years,exoplanet_details/hd-196067-b/,cdc5afcb-16d0-440b-a243-96f83c77ca37,https://exoplanets.nasa.gov//exoplanet-catalog/6887/hd-196067-b/
hd-196885-a-b,"""HD 196885 A b is a gas giant exoplanet that orbits an F-type star. Its mass is 2.58 Jupiters, it takes 3.7 years to complete one orbit of its star, and is 2.37 AU from its star. Its discovery was announced in 2007.""",2007,Radial Velocity,2.58 Jupiters,1.18 x Jupiter (estimate),Gas Giant,2.37 AU,0.48,3.7 years,exoplanet_details/hd-196885-a-b/,caf3b10f-34ef-430f-a5a7-32c1c88a57f9,https://exoplanets.nasa.gov//exoplanet-catalog/7528/hd-196885-a-b/
hd-197037-b,"""HD 197037 b is a gas giant exoplanet that orbits an F-type star. Its mass is 0.79 Jupiters, it takes 2.8 years to complete one orbit of its star, and is 2.07 AU from its star. Its discovery was announced in 2012.""",2012,Radial Velocity,0.79 Jupiters,1.24 x Jupiter (estimate),Gas Giant,2.07 AU,0.22,2.8 years,exoplanet_details/hd-197037-b/,62ce8e85-08e6-4d58-a599-02ee57816abe,https://exoplanets.nasa.gov//exoplanet-catalog/6889/hd-197037-b/
hd-19994-b,"""HD 19994 b is a gas giant exoplanet that orbits an F-type star. Its mass is 1.37 Jupiters, it takes 466.2 days to complete one orbit of its star, and is 1.305 AU from its star. Its discovery was announced in 2003.""",2003,Radial Velocity,1.37 Jupiters,1.21 x Jupiter (estimate),Gas Giant,1.305 AU,0.06,466.2 days,exoplanet_details/hd-19994-b/,b456a4b6-bb5a-4346-96a7-d3ad5b30b2a1,https://exoplanets.nasa.gov//exoplanet-catalog/6590/hd-19994-b/
hd-20003-b,"""HD 20003 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 11.66 Earths, it takes 11.8 days to complete one orbit of its star, and is 0.0974 AU from its star. Its discovery was announced in 2019.""",2019,Radial Velocity,11.66 Earths,0.306 x Jupiter (estimate),Neptune-like,0.0974 AU,0.36,11.8 days,exoplanet_details/hd-20003-b/,03775eb7-83c5-4948-be70-9d7b985b5946,https://exoplanets.nasa.gov//exoplanet-catalog/7303/hd-20003-b/
hd-20003-c,"""HD 20003 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 14.44 Earths, it takes 33.9 days to complete one orbit of its star, and is 0.1964 AU from its star. Its discovery was announced in 2019.""",2019,Radial Velocity,14.44 Earths,0.347 x Jupiter (estimate),Neptune-like,0.1964 AU,0.1,33.9 days,exoplanet_details/hd-20003-c/,c8f015c6-c2d2-47f2-8033-b67552b46354,https://exoplanets.nasa.gov//exoplanet-catalog/7304/hd-20003-c/
hd-200964-b,"""HD 200964 b is a gas giant exoplanet that orbits a K-type star. Its mass is 1.599 Jupiters, it takes 1.7 years to complete one orbit of its star, and is 1.565 AU from its star. Its discovery was announced in 2010.""",2010,Radial Velocity,1.599 Jupiters,1.21 x Jupiter (estimate),Gas Giant,1.565 AU,0.09,1.7 years,exoplanet_details/hd-200964-b/,3a848cab-2bce-4102-bbcd-f88f638a0637,https://exoplanets.nasa.gov//exoplanet-catalog/6890/hd-200964-b/
hd-200964-c,"""HD 200964 c is a gas giant exoplanet that orbits a K-type star. Its mass is 1.214 Jupiters, it takes 2.3 years to complete one orbit of its star, and is 1.96 AU from its star. Its discovery was announced in 2010.""",2010,Radial Velocity,1.214 Jupiters,1.22 x Jupiter (estimate),Gas Giant,1.96 AU,0.24,2.3 years,exoplanet_details/hd-200964-c/,07d99981-dc99-447d-92bb-f577897a666a,https://exoplanets.nasa.gov//exoplanet-catalog/6891/hd-200964-c/
hd-202206-c,"""HD 202206 c is a gas giant exoplanet that orbits a G-type star. Its mass is 17.9 Jupiters, it takes 3.5 years to complete one orbit of its star, and is 2.41 AU from its star. Its discovery was announced in 2004.""",2004,Radial Velocity,17.9 Jupiters,1.08 x Jupiter (estimate),Gas Giant,2.41 AU,0.22,3.5 years,exoplanet_details/hd-202206-c/,48be8dc3-f40d-4531-a14c-91c03c001715,https://exoplanets.nasa.gov//exoplanet-catalog/6892/hd-202206-c/
hd-202696-b,"""HD 202696 b is a gas giant exoplanet that orbits a K-type star. Its mass is 1.996 Jupiters, it takes 1.4 years to complete one orbit of its star, and is 1.566 AU from its star. Its discovery was announced in 2019.""",2019,Radial Velocity,1.996 Jupiters,Unknown,Gas Giant,1.566 AU,0.01,1.4 years,exoplanet_details/hd-202696-b/,33be8ea6-0c79-4257-aefc-e31d6e6459d8,https://exoplanets.nasa.gov//exoplanet-catalog/7347/hd-202696-b/
hd-202696-c,"""HD 202696 c is a gas giant exoplanet that orbits a K-type star. Its mass is 1.864 Jupiters, it takes 2.6 years to complete one orbit of its star, and is 2.342 AU from its star. Its discovery was announced in 2019.""",2019,Radial Velocity,1.864 Jupiters,Unknown,Gas Giant,2.342 AU,0.03,2.6 years,exoplanet_details/hd-202696-c/,af806f9e-6b99-49e5-8378-76fdaf322a49,https://exoplanets.nasa.gov//exoplanet-catalog/7348/hd-202696-c/
hd-202772-a-b,"""HD 202772 A b is a gas giant exoplanet that orbits an F-type star. Its mass is 1.017 Jupiters, it takes 3.3 days to complete one orbit of its star, and is 0.05208 AU from its star. Its discovery was announced in 2019.""",2019,Transit,1.017 Jupiters,1.545 x Jupiter,Gas Giant,0.05208 AU,0.04,3.3 days,exoplanet_details/hd-202772-a-b/,c56ca265-137a-4ce9-adad-e09c4e1ea8c8,https://exoplanets.nasa.gov//exoplanet-catalog/7290/hd-202772-a-b/
hd-203030-b,"""HD 203030 b is a gas giant exoplanet that orbits a G-type star. Its mass is 11 Jupiters, it takes 11094.6 years to complete one orbit of its star, and is 487.1 AU from its star. Its discovery was announced in 2006.""",2006,Direct Imaging,11 Jupiters,1.29 x Jupiter,Gas Giant,487.1 AU,0.0,11094.6 years,exoplanet_details/hd-203030-b/,7b492ca6-763a-4aac-9c28-cdcef32818d3,https://exoplanets.nasa.gov//exoplanet-catalog/6893/hd-203030-b/
hd-203473-b,"""HD 203473 b is a gas giant exoplanet that orbits a G-type star. Its mass is 7.8 Jupiters, it takes 4.3 years to complete one orbit of its star, and is 2.73 AU from its star. Its discovery was announced in 2018.""",2018,Radial Velocity,7.8 Jupiters,1.12 x Jupiter (estimate),Gas Giant,2.73 AU,0.29,4.3 years,exoplanet_details/hd-203473-b/,b39dc511-1656-483a-b4e9-180efba27440,https://exoplanets.nasa.gov//exoplanet-catalog/7266/hd-203473-b/
hd-2039-b,"""HD 2039 b is a gas giant exoplanet that orbits a G-type star. Its mass is 6.29 Jupiters, it takes 3.1 years to complete one orbit of its star, and is 2.2 AU from its star. Its discovery was announced in 2002.""",2002,Radial Velocity,6.29 Jupiters,1.14 x Jupiter (estimate),Gas Giant,2.2 AU,0.71,3.1 years,exoplanet_details/hd-2039-b/,24001f98-d730-4112-9286-28c20086266b,https://exoplanets.nasa.gov//exoplanet-catalog/6778/hd-2039-b/
hd-204313-b,"""HD 204313 b is a gas giant exoplanet that orbits a G-type star. Its mass is 3.46 Jupiters, it takes 5.3 years to complete one orbit of its star, and is 3.07 AU from its star. Its discovery was announced in 2010.""",2010,Radial Velocity,3.46 Jupiters,1.17 x Jupiter (estimate),Gas Giant,3.07 AU,0.23,5.3 years,exoplanet_details/hd-204313-b/,581ee2a6-ca68-4d86-a6c6-a2cd6cc6e3a5,https://exoplanets.nasa.gov//exoplanet-catalog/6894/hd-204313-b/
hd-204313-c,"""HD 204313 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 17.6 Earths, it takes 34.9 days to complete one orbit of its star, and is 0.2099 AU from its star. Its discovery was announced in 2015.""",2015,Radial Velocity,17.6 Earths,0.39 x Jupiter (estimate),Neptune-like,0.2099 AU,0.16,34.9 days,exoplanet_details/hd-204313-c/,fa4209fb-39d7-46bf-954e-920671c47c46,https://exoplanets.nasa.gov//exoplanet-catalog/7082/hd-204313-c/
hd-204941-b,"""HD 204941 b is a gas giant exoplanet that orbits a K-type star. Its mass is 0.23 Jupiters, it takes 4.7 years to complete one orbit of its star, and is 2.55 AU from its star. Its discovery was announced in 2011.""",2011,Radial Velocity,0.23 Jupiters,0.903 x Jupiter (estimate),Gas Giant,2.55 AU,0.37,4.7 years,exoplanet_details/hd-204941-b/,f7f7c2d1-2f62-4b39-ac12-9bc1396112fd,https://exoplanets.nasa.gov//exoplanet-catalog/6895/hd-204941-b/
hd-205739-b,"""HD 205739 b is a gas giant exoplanet that orbits an F-type star. Its mass is 1.37 Jupiters, it takes 279.8 days to complete one orbit of its star, and is 0.896 AU from its star. Its discovery was announced in 2008.""",2008,Radial Velocity,1.37 Jupiters,1.21 x Jupiter (estimate),Gas Giant,0.896 AU,0.27,279.8 days,exoplanet_details/hd-205739-b/,3506ca0b-7d69-4074-9629-8305a4155146,https://exoplanets.nasa.gov//exoplanet-catalog/6896/hd-205739-b/
hd-206255-b,"""HD 206255 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 34.2 Earths, it takes 96 days to complete one orbit of its star, and is 0.461 AU from its star. Its discovery was announced in 2019.""",2019,Radial Velocity,34.2 Earths,0.577 x Jupiter (estimate),Neptune-like,0.461 AU,0.23,96 days,exoplanet_details/hd-206255-b/,244d4a33-60d8-4419-a24a-f26e83577076,https://exoplanets.nasa.gov//exoplanet-catalog/7377/hd-206255-b/
hd-206610-b,"""HD 206610 b is a gas giant exoplanet that orbits a K-type star. Its mass is 2.036 Jupiters, it takes 1.8 years to complete one orbit of its star, and is 1.74 AU from its star. Its discovery was announced in 2009.""",2009,Radial Velocity,2.036 Jupiters,1.19 x Jupiter (estimate),Gas Giant,1.74 AU,0.1,1.8 years,exoplanet_details/hd-206610-b/,e7a67574-74c3-46d3-addc-f8c63d113b40,https://exoplanets.nasa.gov//exoplanet-catalog/6897/hd-206610-b/
hd-20781-b,"""HD 20781 b is a super Earth exoplanet that orbits a K-type star. Its mass is 1.93 Earths, it takes 5.3 days to complete one orbit of its star, and is 0.0529 AU from its star. Its discovery was announced in 2019.""",2019,Radial Velocity,1.93 Earths,1.21 x Earth (estimate),Super Earth,0.0529 AU,0.1,5.3 days,exoplanet_details/hd-20781-b/,5d4f8bd9-bfcf-463d-83d0-abc88b447860,https://exoplanets.nasa.gov//exoplanet-catalog/7305/hd-20781-b/
hd-20781-c,"""HD 20781 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.33 Earths, it takes 13.9 days to complete one orbit of its star, and is 0.1004 AU from its star. Its discovery was announced in 2019.""",2019,Radial Velocity,5.33 Earths,2.17 x Earth (estimate),Neptune-like,0.1004 AU,0.09,13.9 days,exoplanet_details/hd-20781-c/,c54d924b-7841-44f4-a8ca-c19df3cf4ef4,https://exoplanets.nasa.gov//exoplanet-catalog/7306/hd-20781-c/
hd-20781-d,"""HD 20781 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 10.61 Earths, it takes 29.2 days to complete one orbit of its star, and is 0.1647 AU from its star. Its discovery was announced in 2019.""",2019,Radial Velocity,10.61 Earths,0.29 x Jupiter (estimate),Neptune-like,0.1647 AU,0.11,29.2 days,exoplanet_details/hd-20781-d/,ffd5e316-09ca-4a52-8f24-3c149a1d8848,https://exoplanets.nasa.gov//exoplanet-catalog/7307/hd-20781-d/
hd-20781-e,"""HD 20781 e is a Neptune-like exoplanet that orbits a K-type star. Its mass is 14.03 Earths, it takes 85.5 days to complete one orbit of its star, and is 0.3374 AU from its star. Its discovery was announced in 2019.""",2019,Radial Velocity,14.03 Earths,0.342 x Jupiter (estimate),Neptune-like,0.3374 AU,0.06,85.5 days,exoplanet_details/hd-20781-e/,0060b01c-733b-4162-9776-75bb3d7f321b,https://exoplanets.nasa.gov//exoplanet-catalog/7308/hd-20781-e/
hd-20782-b,"""HD 20782 b is a gas giant exoplanet that orbits a G-type star. Its mass is 1.4878 Jupiters, it takes 1.6 years to complete one orbit of its star, and is 1.3649 AU from its star. Its discovery was announced in 2006.""",2006,Radial Velocity,1.4878 Jupiters,1.21 x Jupiter (estimate),Gas Giant,1.3649 AU,0.95,1.6 years,exoplanet_details/hd-20782-b/,878ec8f3-eb3c-494c-9f34-170a211ae777,https://exoplanets.nasa.gov//exoplanet-catalog/6594/hd-20782-b/
